Elevation (m)Up country,Mis country,Low country,Days,Mean Annual RF(mm),Soil depth(cm),Soil texture,Stones and gravels(%),Soi drainage class,Soil pH,Slope angle(%),Past erosion,Rock outcrops(%),Class of Land Unit
1980,0,0,297,2360,93,C,16,WD,7.5,44,slight,9,4
2000,0,0,288,2480,95,SLC,17,WD,5.7,78,slight,5,4
2020,0,0,275,2255,96,SL,16.5,WD,6,50,severe,1,4
2040,0,0,280,2345,73,S,18,WD,6,43,slight,30,4
1800,0,0,260,1800,50,SL,20,MWD,6,30,moderate,10,3
1820,0,0,274,1850,55,S,25,MWD,5,38,moderate,12,3
1840,0,0,263,1900,60,SL,30,MWD,4.5,45,moderate,14,3
1860,0,0,273,1950,65,C,35,MWD,4.7,48,moderate,16,3
1880,0,0,265,2000,52,SL,40,MWD,4.9,50,moderate,18,3
1890,0,0,270,2050,64,C,45,MWD,4.6,53,moderate,19,3
1900,0,0,268,1820,68,SL,49,MWD,4.8,54,moderate,11,3
1920,0,0,263,1880,58,SL,22,MWD,5.5,51,moderate,13,3
1940,0,0,272,1920,54,SL,26,MWD,5.8,46,moderate,15,3
1960,0,0,264,1980,63,C,28,MWD,5.6,41,moderate,17,3
1980,0,0,266,2020,60,C,32,MWD,5.9,44,moderate,10,3
2000,0,0,271,2080,61,SLC,37,MWD,5.7,54,moderate,14,3
2020,0,0,267,1840,69,SL,36,MWD,6,50,moderate,12,3
2040,0,0,269,1940,56,S,29,MWD,6,43,moderate,19,3
2060,0,0,260,2040,59,SL,39,MWD,5,37,moderate,15,3
2080,0,0,274,1855,57,C,42,MWD,4.5,35,moderate,11,3
2090,0,0,263,1955,50,SL,44,MWD,4.7,32,moderate,10,3
2100,0,0,273,2055,55,C,49,MWD,4.9,39,moderate,12,3
2120,0,0,265,1824,60,SL,47,MWD,4.6,40,moderate,14,3
2140,0,0,270,1943,65,SL,20,MWD,4.8,50,moderate,16,3
2160,0,0,268,2015,52,SL,25,MWD,5.5,28,moderate,18,3
2180,0,0,263,1800,64,C,30,MWD,5.8,26,moderate,19,3
2200,0,0,272,1850,68,C,35,MWD,5.6,30,moderate,11,3
2220,0,0,264,1900,58,SLC,40,MWD,5.9,28,moderate,13,3
2240,0,0,266,1950,54,SL,45,MWD,5.7,35,moderate,15,3
2260,0,0,271,2000,63,S,49,MWD,6,27,moderate,17,3
2280,0,0,267,2050,60,SL,22,MWD,6,32,moderate,10,3
2300,0,0,269,1820,61,C,26,MWD,5,29,moderate,14,3
2320,0,0,260,1880,69,SL,28,MWD,4.5,34,moderate,12,3
2340,0,0,274,1920,56,C,32,MWD,4.7,31,moderate,19,3
2360,0,0,263,1980,59,SL,37,MWD,4.9,37,moderate,15,3
2380,0,0,273,2020,57,SL,36,MWD,4.6,36,moderate,11,3
2400,0,0,265,2080,50,SL,29,MWD,4.8,27,moderate,10,3
2420,0,0,270,1840,55,C,39,MWD,5.5,29,moderate,12,3
2440,0,0,268,1940,60,C,42,MWD,5.8,40,moderate,14,3
2460,0,0,263,2040,65,SLC,44,MWD,5.6,28,moderate,16,3
2480,0,0,272,1855,52,SL,49,MWD,5.9,26,moderate,18,3
2500,0,0,264,1955,64,S,47,MWD,5.7,30,moderate,19,3
2520,0,0,266,2055,68,SL,20,MWD,6,28,moderate,11,3
2540,0,0,271,1824,58,C,25,MWD,6,35,moderate,13,3
2560,0,0,267,1943,54,SL,30,MWD,5,27,moderate,15,3
2580,0,0,269,2015,63,C,35,MWD,4.5,32,moderate,17,3
2600,0,0,260,1800,60,SL,40,MWD,4.7,29,moderate,10,3
2620,0,0,274,1850,61,SL,45,MWD,4.9,34,moderate,14,3
2640,0,0,263,1900,69,SL,49,MWD,4.6,31,moderate,12,3
2660,0,0,273,1950,56,C,22,MWD,4.8,37,moderate,19,3
2660,0,0,265,2000,59,C,26,MWD,5.5,36,moderate,15,3
2600,0,0,260,1800,50,SL,20,MWD,6,30,moderate,10,4
1820,0,0,225,1850,55,S,25,MWD,5,38,moderate,12,4
1840,0,0,263,1775,60,SL,30,MWD,4.5,45,moderate,14,4
1860,0,0,273,1950,22,C,35,MWD,4.7,48,moderate,16,4
1880,0,0,265,2000,52,A,40,MWD,4.9,50,moderate,18,4
1890,0,0,270,2050,64,C,57,MWD,4.6,53,moderate,19,4
1900,0,0,268,1820,68,SL,49,ED,4.8,54,moderate,11,4
1920,0,0,263,1880,58,SL,22,ID,5.5,51,moderate,13,4
1940,0,0,272,1920,54,SL,26,PD,5.8,46,moderate,15,4
1960,0,0,264,1980,63,C,28,MWD,3.8,41,moderate,17,4
1980,0,0,266,2020,60,C,32,MWD,7.2,44,moderate,10,4
2000,0,0,271,2080,61,SLC,37,MWD,5.7,71,moderate,14,4
2020,0,0,267,1840,69,SL,36,MWD,6,50,severe,12,4
2040,0,0,269,1940,56,S,29,MWD,6,43,moderate,23,4
